datetime,atm_strike,call_iv,put_iv,call_oi,put_oi,call_volume,put_volume
2024-01-24 13:40:00,21300.0,0.18605983559285988,0.19394271672641764,313219,279051,4842,4222
2024-01-24 13:45:00,21300.0,0.1289630698927462,0.11101887729700921,286668,354795,4092,4089
2024-01-24 13:50:00,21300.0,0.14107709420870188,0.15829185769950016,125617,139671,3118,847
2024-01-24 13:55:00,21300.0,0.17028243835184045,0.17335981118102972,113101,236066,4492,1399
2024-01-24 14:00:00,21350.0,0.1304953668329928,0.13644261965662566,332724,494486,1885,2524
2024-01-24 14:05:00,21350.0,0.15888734026947243,0.1482671242905545,378480,333661,2176,1309
2024-01-24 14:10:00,21350.0,0.1737987720139681,0.18744047513801756,203544,134617,1226,3376
2024-01-24 14:15:00,21350.0,0.15392041848850999,0.13407945757562853,226397,461533,2738,3751
2024-01-24 14:20:00,21350.0,0.17559002111265753,0.17883180296974982,147815,289351,2510,636
2024-01-24 14:25:00,21350.0,0.1736768321942464,0.18352191570011497,290819,244963,1812,1313
2024-01-24 14:30:00,21400.0,0.15906104987369057,0.1533877678944759,200205,238075,4345,2477
2024-01-24 14:35:00,21400.0,0.1896270083101103,0.1797878694877981,487289,134145,1835,4413
2024-01-24 14:40:00,21450.0,0.1878482453997924,0.19455748585601781,262654,453912,721,1790
2024-01-24 14:45:00,21400.0,0.18873031493743897,0.1914951910479106,176557,239228,4082,3006
2024-01-24 14:50:00,21450.0,0.17614912587993742,0.19216516947911733,347311,104219,1237,1194
2024-01-24 14:55:00,21450.0,0.1558079914012936,0.15678567857479886,436528,486487,4957,2274
2024-01-24 15:00:00,21450.0,0.18131123353670123,0.19805011737198613,352207,341094,2305,3302
2024-01-24 15:05:00,21450.0,0.21357362666081997,0.19890671137316746,261303,314981,3967,3389
2024-01-24 15:10:00,21450.0,0.17968885249459732,0.1647620097483632,337529,361298,1713,4323
2024-01-24 15:15:00,21500.0,0.21795901743594254,0.19990475461172721,167998,223628,502,2855
2024-01-24 15:20:00,21450.0,0.1641006620408871,0.15315251398514718,432445,303459,1881,1362
2024-01-24 15:25:00,21450.0,0.19396119625075467,0.20701340149873934,262107,375803,1819,554
2024-01-25 09:15:00,21400.0,0.12376038786496,0.14248284663630675,248826,353336,1351,3088
2024-01-25 09:20:00,21400.0,0.1964726639000486,0.20152165271253694,147377,253327,4065,1498
2024-01-25 09:25:00,21450.0,0.17182815803268123,0.1802221077295903,447252,204995,1591,1268
2024-01-25 09:30:00,21400.0,0.12053165329611032,0.10377597982532506,128833,278548,3849,1334
2024-01-25 09:35:00,21400.0,0.14772001047825983,0.16619130439914048,485176,406791,1637,2988
2024-01-25 09:40:00,21400.0,0.17348322325198115,0.17554068845841578,434697,386123,4173,3808
2024-01-25 09:45:00,21400.0,0.19679628782813116,0.20742821372794595,216731,390118,1497,2463
2024-01-25 09:50:00,21350.0,0.12530925954525252,0.1275702583125767,142838,300978,2182,4356
2024-01-25 09:55:00,21350.0,0.17490534438505195,0.16992075516809246,494220,290760,1577,4567
2024-01-25 10:00:00,21350.0,0.2000994555798356,0.21402934117012917,219148,457635,1950,925
2024-01-25 10:05:00,21350.0,0.1849583054878479,0.16774909156950663,359345,441633,2293,2513
2024-01-25 10:10:00,21350.0,0.21314470149929107,0.22203579726777128,367680,218555,4110,1862
2024-01-25 10:15:00,21350.0,0.12747314450147612,0.11651839878206718,127368,436663,3769,3536
2024-01-25 10:20:00,21300.0,0.14768064626005867,0.14093324424038295,232590,272120,3807,563
2024-01-25 10:25:00,21300.0,0.21192375042561723,0.20644737117229112,355138,347498,1595,2724
2024-01-25 10:30:00,21300.0,0.1965005148298143,0.18152310185238732,462832,146452,4929,3078
2024-01-25 10:35:00,21300.0,0.17997403444720986,0.17088993458097876,423183,173349,1249,967
2024-01-25 10:40:00,21300.0,0.20329681438370706,0.20031247763157364,356953,452203,1560,1140
2024-01-25 10:45:00,21300.0,0.2096043491575002,0.2233571796213998,134526,404832,3085,2820
2024-01-25 10:50:00,21250.0,0.2172720352852825,0.20293417957838955,256973,381895,1153,2450
2024-01-25 10:55:00,21250.0,0.2198520507089806,0.22983384226321635,290876,168682,3708,4901
2024-01-25 11:00:00,21250.0,0.13396493336841034,0.11444809110341472,320091,348035,1548,1671
2024-01-25 11:05:00,21250.0,0.1270542044743699,0.1342917767972085,271029,148256,3914,2024
2024-01-25 11:10:00,21250.0,0.12734666543601234,0.13535951101297244,179363,261317,1301,3389
2024-01-25 11:15:00,21300.0,0.12147437908999469,0.10904133686812495,227468,479671,1885,638
2024-01-25 11:20:00,21300.0,0.2171820072977926,0.22573928758754497,195588,341624,1131,560
2024-01-25 11:25:00,21300.0,0.1294766916457229,0.12744422989595283,189445,272292,2019,1871
2024-01-25 11:30:00,21300.0,0.20417368261858498,0.1982737276874838,151614,427113,856,3712
2024-01-25 11:35:00,21350.0,0.18851729969076997,0.17261454572518337,191822,190958,3099,3371
2024-01-25 11:40:00,21350.0,0.16875571674829182,0.15984014916457615,170312,453736,4746,4845
2024-01-25 11:45:00,21300.0,0.15466948813585782,0.1452459115548148,355635,198694,1422,2472
2024-01-25 11:50:00,21300.0,0.1553647787067005,0.15229488174827532,381326,126282,597,4976
2024-01-25 11:55:00,21300.0,0.1453838882347187,0.1362417989686883,146353,299973,3275,1109
2024-01-25 12:00:00,21300.0,0.21110179736986265,0.22503318078590168,462575,417731,2276,1948
2024-01-25 12:05:00,21300.0,0.1925642545494869,0.1943898443992378,437056,393116,4251,3503
2024-01-25 12:10:00,21300.0,0.12259257927842698,0.11280453734190425,367375,235705,2838,4086
2024-01-25 12:15:00,21300.0,0.16615212532471146,0.15115390702739584,323088,462208,1263,973
2024-01-25 12:20:00,21300.0,0.14813012725368113,0.12833184185457308,320197,498347,2659,2929
2024-01-25 12:25:00,21300.0,0.12289661861778985,0.11048615682820377,235063,280972,4681,4460
2024-01-25 12:30:00,21300.0,0.20846818943092943,0.18848218566744362,207695,343815,3897,2837
2024-01-25 12:35:00,21300.0,0.1971005357954682,0.1928487229843603,234034,228620,3502,2796
2024-01-25 12:40:00,21300.0,0.1529735079244261,0.15430626523837612,340561,130315,609,2778
2024-01-25 12:45:00,21300.0,0.1996558587536711,0.19103476628839566,332827,458795,2099,1207
2024-01-25 12:50:00,21300.0,0.15246383222029966,0.16478880251667183,167316,181013,725,4245
2024-01-25 12:55:00,21250.0,0.15078824438176466,0.150483386275331,375168,231888,1272,2710
2024-01-25 13:00:00,21300.0,0.21281090785007262,0.19884258582114425,484944,484813,3966,1747
2024-01-25 13:05:00,21250.0,0.21769161619458502,0.22177645765012977,270777,336933,1312,1772
2024-01-25 13:10:00,21300.0,0.17235553047168928,0.18535744223113498,395815,233868,4787,3691
2024-01-25 13:15:00,21300.0,0.2151935167567925,0.2062934637126476,104463,409204,4453,4217
2024-01-25 13:20:00,21300.0,0.20879964939264645,0.19924678117780137,475507,249286,1851,2165
2024-01-25 13:25:00,21250.0,0.17180325615944086,0.16138992152444126,222009,455565,3016,2790
2024-01-25 13:30:00,21300.0,0.15727488020974856,0.17670593173295282,103809,119997,3159,4992
2024-01-25 13:35:00,21250.0,0.19103545783196094,0.20536476891642158,233577,230531,600,3366
2024-01-25 13:40:00,21300.0,0.1655643424642054,0.16981437187050652,441372,279606,4681,2968
2024-01-25 13:45:00,21300.0,0.18052128951232127,0.18884873535300795,119993,141685,3650,1381
2024-01-25 13:50:00,21300.0,0.2190406196889947,0.2286092265862681,381161,205496,1780,3777
2024-01-25 13:55:00,21300.0,0.19739162499564683,0.19700933925216646,416820,287588,4108,917
2024-01-25 14:00:00,21300.0,0.15342764049938262,0.14387292871645618,174669,419536,738,3491
2024-01-25 14:05:00,21300.0,0.1288998220822378,0.1389257237214627,239671,300033,1440,1957
2024-01-25 14:10:00,21300.0,0.13849055902784083,0.13891585847236207,475646,334586,3290,3071
2024-01-25 14:15:00,21250.0,0.17268518758918344,0.1863863367901824,104360,437126,1199,2291
2024-01-25 14:20:00,21250.0,0.1617102418106858,0.17892381452429712,368037,368567,1792,3169
2024-01-25 14:25:00,21250.0,0.20006596581292396,0.21656554425943025,268907,301483,4150,2121
2024-01-25 14:30:00,21300.0,0.21332023381866816,0.20258842760260953,194832,190849,1074,1219
2024-01-25 14:35:00,21250.0,0.13778647479513484,0.12840849494469977,202768,250469,4014,3237
2024-01-25 14:40:00,21250.0,0.2060066770876216,0.19285856318915362,392134,429651,2155,1847
2024-01-25 14:45:00,21250.0,0.2157394926326669,0.2260793338716914,370948,448259,4164,3028
2024-01-25 14:50:00,21250.0,0.2159470606849782,0.21919098790118513,306415,241940,1257,3785
2024-01-25 14:55:00,21250.0,0.12378625877204305,0.14048015042193837,218833,486169,4289,2772
2024-01-25 15:00:00,21300.0,0.12575835056081736,0.1239516769175884,251118,385964,4634,4483
2024-01-25 15:05:00,21350.0,0.12057973929176889,0.11829740787892003,370596,262852,729,2555
2024-01-25 15:10:00,21350.0,0.15126811561554765,0.14602504693750246,180180,352290,3144,4249
2024-01-25 15:15:00,21350.0,0.12556984127121046,0.14355763586389642,223035,271139,1276,1841
2024-01-25 15:20:00,21400.0,0.1493862485470544,0.13227974363466694,429238,403202,830,735
2024-01-25 15:25:00,21350.0,0.15560164860311865,0.15054218797954688,408391,483175,1448,2360
2024-01-29 09:15:00,21500.0,0.21536770184739218,0.23417840602797368,303627,304636,2299,4753
2024-01-29 09:20:00,21500.0,0.1676950922486778,0.18746586372000834,181207,150180,1366,2239
2024-01-29 09:25:00,21550.0,0.14782384424213302,0.15134970147837637,428642,131344,1936,4368
2024-01-29 09:30:00,21550.0,0.17030051950509548,0.1673688432372274,450299,136786,2041,4780
2024-01-29 09:35:00,21550.0,0.18433579246491355,0.17859276968083634,369311,347230,737,1267
2024-01-29 09:40:00,21550.0,0.13112456725674349,0.1395655341590711,218653,339435,4516,1062
2024-01-29 09:45:00,21550.0,0.19580616581331084,0.20187369604796912,239908,298627,2053,4732
2024-01-29 09:50:00,21550.0,0.20519457712872957,0.19312201683468347,269986,248670,2399,4667
2024-01-29 09:55:00,21600.0,0.20442498595694283,0.2085806697954834,280369,238363,2029,1442
2024-01-29 10:00:00,21550.0,0.20905068324120896,0.21318483317102865,269494,252978,3441,1456
2024-01-29 10:05:00,21550.0,0.1581842396755761,0.148505886566591,351301,344177,825,4243
2024-01-29 10:10:00,21550.0,0.16438051983665186,0.1521037090871372,356162,203450,602,2507
2024-01-29 10:15:00,21600.0,0.1301581475946166,0.11445598873586654,418602,365953,1166,3344
2024-01-29 10:20:00,21600.0,0.1425806922431235,0.15579728502073947,456326,290795,2401,1223
2024-01-29 10:25:00,21600.0,0.2171320469273211,0.20101907688544585,158197,470765,825,2236
2024-01-29 10:30:00,21600.0,0.14846239689687354,0.14909667365874532,356730,366646,3623,3345
2024-01-29 10:35:00,21600.0,0.21073961422409973,0.20121711431071848,395857,460089,1937,2537
2024-01-29 10:40:00,21600.0,0.2090552286378311,0.1988178229868956,263117,361229,595,4919
2024-01-29 10:45:00,21600.0,0.21225044972603935,0.2022544118572455,209286,315281,4724,2343
2024-01-29 10:50:00,21600.0,0.13561495644407948,0.14553575916679243,295130,271428,4516,2617
2024-01-29 10:55:00,21650.0,0.20797221435013807,0.20252604594168405,202133,369532,515,4060
2024-01-29 11:00:00,21650.0,0.18319949504631372,0.1680621100207071,301494,348242,3665,2085
2024-01-29 11:05:00,21650.0,0.14106281784188024,0.13391411499375183,208260,115322,3282,1136
2024-01-29 11:10:00,21650.0,0.1545115914780081,0.16357321861474758,254839,100435,4848,2614
2024-01-29 11:15:00,21600.0,0.13599187885892833,0.1384463005738963,245889,146932,1800,3496
2024-01-29 11:20:00,21600.0,0.16443481574461272,0.14964439069410798,337663,208256,2439,1454
2024-01-29 11:25:00,21650.0,0.12837749538454604,0.12987373880588368,343749,418109,4825,2574
2024-01-29 11:30:00,21600.0,0.13653184904802398,0.14619198802739652,226219,371873,3312,639
2024-01-29 11:35:00,21650.0,0.13971963464666692,0.15708451457844938,327580,464089,2651,2424
2024-01-29 11:40:00,21650.0,0.18910273415567042,0.17972498132969933,170792,228832,2906,3143
2024-01-29 11:45:00,21650.0,0.1773802869165353,0.19373330742937064,341901,223737,1214,3008
2024-01-29 11:50:00,21650.0,0.2073323134036732,0.22195005232041393,243016,119904,4492,2756
2024-01-29 11:55:00,21650.0,0.1444634065719208,0.15683224017518366,165900,173655,3478,4897
2024-01-29 12:00:00,21650.0,0.18296079567189133,0.18248171660601323,248167,227798,970,3222
2024-01-29 12:05:00,21650.0,0.12344312653070956,0.134945381131474,393144,284758,500,4019
2024-01-29 12:10:00,21650.0,0.1716198461077069,0.16340152406385716,299728,108832,3323,1492
2024-01-29 12:15:00,21650.0,0.20632264817138496,0.20913238158823833,356975,423776,1974,1712
2024-01-29 12:20:00,21650.0,0.21841265438849167,0.21730726425515173,453432,485351,4528,1869
2024-01-29 12:25:00,21650.0,0.12098729753589185,0.12640813121215805,213897,277628,3438,1694
2024-01-29 12:30:00,21650.0,0.1452841482076815,0.13959385040241457,284416,442239,2909,4848
2024-01-29 12:35:00,21700.0,0.14238496703275252,0.1431523880493215,106059,368086,1701,3755
2024-01-29 12:40:00,21700.0,0.12475375942277604,0.13928224284349766,258067,413701,3453,4975
2024-01-29 12:45:00,21700.0,0.12101724562617756,0.10302229747274647,354120,487751,2744,1460
2024-01-29 12:50:00,21700.0,0.16901953122442318,0.1508873794660592,259972,255693,3377,1954
2024-01-29 12:55:00,21700.0,0.1245482145670294,0.11341692129957309,221619,436688,884,4525
2024-01-29 13:00:00,21700.0,0.1478328130846902,0.13492175877220455,465681,117901,1909,3765
2024-01-29 13:05:00,21700.0,0.18399745691089123,0.19265863735092886,456477,338271,2521,3134
2024-01-29 13:10:00,21700.0,0.1494692041560904,0.14387805079880328,368999,331695,2563,4040
2024-01-29 13:15:00,21700.0,0.14696547011590513,0.1405368671498318,128380,349797,2085,3537
2024-01-29 13:20:00,21700.0,0.1790546522243567,0.16523450508405346,494957,497606,3232,2570
2024-01-29 13:25:00,21700.0,0.158053407720964,0.16691339866312557,332302,483964,2131,3587
2024-01-29 13:30:00,21700.0,0.19025230339614008,0.20052301737638334,488155,172570,4149,1208
2024-01-29 13:35:00,21700.0,0.1696123951249861,0.1849741198356292,306513,484823,837,1984
2024-01-29 13:40:00,21700.0,0.18332092658064775,0.2016398658923362,210532,231418,916,3218
2024-01-29 13:45:00,21700.0,0.15533943470016293,0.13683750659985122,427389,129318,2461,4275
2024-01-29 13:50:00,21700.0,0.14870439461555085,0.16010585973831962,213640,306920,1568,4245
2024-01-29 13:55:00,21750.0,0.1333207113751102,0.1162991999565402,200674,257385,4814,2285
2024-01-29 14:00:00,21750.0,0.21370803847989644,0.22329139872564185,178988,113616,3517,1032
2024-01-29 14:05:00,21750.0,0.20048358460157945,0.19223102628563082,436396,458911,3696,3030
2024-01-29 14:10:00,21700.0,0.21380285431563523,0.21252750670897053,112865,458974,2541,2581
2024-01-29 14:15:00,21750.0,0.13853805246478024,0.13685128863083174,437953,283388,3238,1446
2024-01-29 14:20:00,21750.0,0.21331557628232256,0.21393047011174415,306925,386369,3008,4684
2024-01-29 14:25:00,21700.0,0.21357532076921332,0.2265731023177419,196147,251422,3808,1484
2024-01-29 14:30:00,21700.0,0.14835445136036546,0.15743363537320107,362671,322380,3106,1705
2024-01-29 14:35:00,21750.0,0.14746342484238628,0.14752134323787103,369132,262448,2468,3673
2024-01-29 14:40:00,21750.0,0.17514315736733724,0.1572370005493913,423165,119104,606,842
2024-01-29 14:45:00,21750.0,0.13852892393685523,0.12552670910652325,131986,458561,2415,1398
2024-01-29 14:50:00,21750.0,0.16421011106267658,0.16234419897969124,326424,317329,613,2210
2024-01-29 14:55:00,21700.0,0.13853176459376842,0.12033932311990436,168150,132290,3871,2533
2024-01-29 15:00:00,21700.0,0.21473759179539592,0.222598716205556,136151,118760,4474,1281
2024-01-29 15:05:00,21750.0,0.16938246574910856,0.16136817542345777,374657,454625,4760,4870
2024-01-29 15:10:00,21750.0,0.2163917767423998,0.22862385819440814,180414,236210,3380,517
2024-01-29 15:15:00,21750.0,0.1844941672512212,0.18615766355020527,438783,307934,4380,2855
2024-01-29 15:20:00,21750.0,0.16843157730323854,0.18358704755946603,416198,407362,3297,685
2024-01-29 15:25:00,21750.0,0.21676952459611976,0.23467092315936092,163369,450607,1330,611
2024-01-30 09:15:00,21800.0,0.1343189781708763,0.1476305898808225,446811,269850,4339,3351
2024-01-30 09:20:00,21750.0,0.18323298746664968,0.2031847324702355,130572,446985,4444,4142
2024-01-30 09:25:00,21700.0,0.18618883678367976,0.18590245232138575,272487,107234,2233,1786
2024-01-30 09:30:00,21700.0,0.1633839827152726,0.15938314598286216,418618,308294,2790,836
2024-01-30 09:35:00,21700.0,0.12593572253389573,0.11273745767955509,107103,196858,2637,1690
2024-01-30 09:40:00,21750.0,0.16927226011660332,0.16371154844580837,372291,101521,1354,885
2024-01-30 09:45:00,21700.0,0.16651339435180773,0.18237999548805403,472557,309274,4160,4961
2024-01-30 09:50:00,21700.0,0.20067468107748637,0.21776385869501702,467761,417684,4755,4124
2024-01-30 09:55:00,21750.0,0.14566609899529762,0.13347809553995624,429196,175532,2836,2972
2024-01-30 10:00:00,21750.0,0.15914303629842685,0.16216201897037646,387347,395626,2935,3993
2024-01-30 10:05:00,21750.0,0.1440172207221377,0.13420165963864844,292673,246860,2764,647
2024-01-30 10:10:00,21750.0,0.1886443415172364,0.20052547780954805,244181,420495,4732,2096
2024-01-30 10:15:00,21750.0,0.21898834533371153,0.22127030959651559,104031,343964,3074,1951
2024-01-30 10:20:00,21750.0,0.13774295368682618,0.15398681406278944,186986,255018,3050,4649
2024-01-30 10:25:00,21750.0,0.20214467402262973,0.20526124913388316,357596,263773,2590,3108
2024-01-30 10:30:00,21700.0,0.14309885592816332,0.12839655585977902,110327,306217,2160,2142
2024-01-30 10:35:00,21750.0,0.1257975813372767,0.12358939995636303,255904,311458,1800,761
2024-01-30 10:40:00,21700.0,0.13388165180456735,0.1152466702438473,389388,166392,2537,4020
2024-01-30 10:45:00,21700.0,0.21351531155423886,0.2215661871525395,209194,330750,2886,1106
2024-01-30 10:50:00,21700.0,0.2088542103356228,0.19320526292613316,378150,443359,875,3939
2024-01-30 10:55:00,21700.0,0.148926049548291,0.1436812163472284,192111,293421,2511,3469
2024-01-30 11:00:00,21700.0,0.21477640661016068,0.20287167028262731,168824,445911,3009,2652
2024-01-30 11:05:00,21650.0,0.2049930535231419,0.19230953396736286,301941,337402,3315,3985
2024-01-30 11:10:00,21700.0,0.16346547940716735,0.16027836156878097,413987,174869,623,3800
2024-01-30 11:15:00,21700.0,0.16680495548664728,0.17725017947865015,149608,110039,2143,3726
2024-01-30 11:20:00,21650.0,0.18298530215834227,0.1962008619844523,169783,388779,3529,761
2024-01-30 11:25:00,21700.0,0.13580318349638126,0.13903323884182556,183525,224120,2058,4205
2024-01-30 11:30:00,21700.0,0.12147820867420929,0.1141053875578316,367193,469326,1159,2271
2024-01-30 11:35:00,21700.0,0.14655120174723857,0.1392549459513353,122911,402861,1907,4484
2024-01-30 11:40:00,21700.0,0.12154436319427608,0.12882426266505012,154608,145772,4137,809
2024-01-30 11:45:00,21700.0,0.18744988441622573,0.1726709582512113,201868,457722,1052,4017
2024-01-30 11:50:00,21700.0,0.17514688358127764,0.17273939693550666,477336,429256,4702,942
2024-01-30 11:55:00,21750.0,0.15216481456027775,0.133516404757033,212205,326301,870,2325
2024-01-30 12:00:00,21700.0,0.19802023371197586,0.21202190908491308,190674,256710,4768,2110
2024-01-30 12:05:00,21700.0,0.1345785431214777,0.1353609767440191,184434,265452,520,713
2024-01-30 12:10:00,21700.0,0.14448806387618834,0.14104016277560147,417854,427912,4602,3525
2024-01-30 12:15:00,21700.0,0.14923137620392837,0.15270554991183183,170209,187183,4954,2781
2024-01-30 12:20:00,21700.0,0.13959319464989922,0.12394655548209603,329828,173572,4112,4464
2024-01-30 12:25:00,21700.0,0.12879386837706033,0.12054266932464928,424067,267227,1807,2329
2024-01-30 12:30:00,21700.0,0.20699761802716077,0.20026702711917774,379907,392618,961,1767
2024-01-30 12:35:00,21700.0,0.128818864557151,0.1299135697091285,337198,275755,2306,1942
2024-01-30 12:40:00,21700.0,0.18837103358216378,0.17499412752091634,198571,101177,4801,1957
2024-01-30 12:45:00,21650.0,0.13204008768577233,0.1310325401830108,246150,282240,3208,4489
2024-01-30 12:50:00,21700.0,0.12106990031441742,0.12872085429544225,156436,245316,1624,1263
2024-01-30 12:55:00,21700.0,0.17572682300749137,0.16386088123973339,315553,207701,3744,1365
2024-01-30 13:00:00,21700.0,0.21071090552203708,0.21993279724501988,302190,368967,713,3923
2024-01-30 13:05:00,21700.0,0.20604566673368852,0.18816599193278793,272543,183605,3097,4182
2024-01-30 13:10:00,21700.0,0.153845138411825,0.17171436307027224,352841,113013,4517,4992
2024-01-30 13:15:00,21700.0,0.12271588293258621,0.13323269953196865,343107,302277,2353,2838
2024-01-30 13:20:00,21700.0,0.2000859355130033,0.18702791808350377,390042,199992,2426,4952
2024-01-30 13:25:00,21700.0,0.2005984932289666,0.20024156123724765,445084,290985,4376,2271
2024-01-30 13:30:00,21700.0,0.2068488116302772,0.19574518783777975,284073,260303,4973,1656
2024-01-30 13:35:00,21700.0,0.1869646599875533,0.1672393287081334,198195,316116,1451,3834
2024-01-30 13:40:00,21700.0,0.20077788623150766,0.1973289235602068,180745,298326,2751,910
2024-01-30 13:45:00,21650.0,0.20974982823028204,0.20791819658350025,309390,325270,3277,1248
2024-01-30 13:50:00,21650.0,0.16538299504900122,0.18476314243483416,465269,197520,1090,3155
2024-01-30 13:55:00,21650.0,0.17578253037149105,0.16669844304071385,403899,175723,2001,1166
2024-01-30 14:00:00,21650.0,0.17061311288282346,0.15584088396900578,100412,374600,4560,1108
2024-01-30 14:05:00,21650.0,0.18919839045242187,0.1870497697487901,267715,465513,1567,4276
2024-01-30 14:10:00,21650.0,0.1882906867629875,0.18677082380999152,310816,267463,527,4298
2024-01-30 14:15:00,21650.0,0.17203136358633164,0.15734371663596006,236538,323342,3405,4751
2024-01-30 14:20:00,21650.0,0.20284681480854713,0.1967361047094843,363290,427305,634,1005
2024-01-30 14:25:00,21600.0,0.17057793867898663,0.1675530596883333,316826,464436,1866,2940
2024-01-30 14:30:00,21600.0,0.2024858562385232,0.21545574914075155,204365,450837,4464,1260
2024-01-30 14:35:00,21600.0,0.1481845088143243,0.1378390193427153,350399,343095,3600,1882
2024-01-30 14:40:00,21550.0,0.13784948329774882,0.14455689356711102,365480,175852,1962,4460
2024-01-30 14:45:00,21600.0,0.2169870570344714,0.22572146714773866,182853,262365,3255,573
2024-01-30 14:50:00,21550.0,0.19419395254560767,0.1851961991295123,169242,396092,4536,4086
2024-01-30 14:55:00,21550.0,0.14597916933044144,0.14685400833925616,293753,237483,3110,2839
2024-01-30 15:00:00,21500.0,0.17812353422911717,0.18667860455733534,350580,196875,4529,3424
2024-01-30 15:05:00,21500.0,0.21552622535381868,0.19626980385603374,439298,320417,4485,3364
2024-01-30 15:10:00,21550.0,0.1280753907812079,0.12131606258751261,343811,363751,4838,3452
2024-01-30 15:15:00,21500.0,0.12835342070617412,0.13705188172071783,169787,246707,3402,4273
2024-01-30 15:20:00,21550.0,0.1819134831419907,0.1865086061064818,123795,147441,4113,709
2024-01-30 15:25:00,21550.0,0.14244934788359576,0.14808556685969465,102514,247202,3739,3098
2024-01-31 09:15:00,21500.0,0.19651839567335083,0.21271868184797982,204277,336110,2065,3027
2024-01-31 09:20:00,21500.0,0.17681525429491052,0.18485406323666728,265848,399965,2100,2589
2024-01-31 09:25:00,21500.0,0.1866188090223495,0.18307964130804805,476832,292761,1374,2279
2024-01-31 09:30:00,21550.0,0.13078139007945924,0.1350524924053376,317354,319665,3103,4982
2024-01-31 09:35:00,21550.0,0.12842830514365566,0.14252545548403586,154489,404273,2271,1081
2024-01-31 09:40:00,21600.0,0.18251210683054897,0.18880329131260462,126032,463958,4454,3900
2024-01-31 09:45:00,21550.0,0.16097312611340203,0.177360369114958,179968,276595,1222,4248
2024-01-31 09:50:00,21550.0,0.12872525238719817,0.1314293351314745,226239,102661,2394,4308
2024-01-31 09:55:00,21550.0,0.1571063945016189,0.16428089917324698,334461,201277,1763,3047
2024-01-31 10:00:00,21550.0,0.18721444096568485,0.1739314350215401,304531,253969,3475,4253
2024-01-31 10:05:00,21600.0,0.13895874001915856,0.1412890907783096,394425,394998,813,3033
2024-01-31 10:10:00,21600.0,0.20957291085287041,0.21689639250533416,440478,260332,4638,2923
2024-01-31 10:15:00,21600.0,0.21498463888800873,0.21919287518901265,211157,175312,879,3747
2024-01-31 10:20:00,21600.0,0.2161572542434534,0.21803117281445822,262860,246583,4250,1646
2024-01-31 10:25:00,21600.0,0.19300825577402603,0.21072734085993514,229943,480245,1764,3787
2024-01-31 10:30:00,21650.0,0.1606288427688315,0.1589560799313896,455022,428056,3778,3037
2024-01-31 10:35:00,21650.0,0.19437491963512196,0.17713463677960262,109439,246442,1641,2143
2024-01-31 10:40:00,21600.0,0.14879868792747514,0.1588395583325305,121874,174186,4149,2980
2024-01-31 10:45:00,21600.0,0.15144172223907462,0.14833200500566138,443695,497013,1313,760
2024-01-31 10:50:00,21650.0,0.1805896361217858,0.1667219617739092,334482,125402,4667,4082
2024-01-31 10:55:00,21650.0,0.17948471334079175,0.19332418848507948,299385,205012,4135,2085
2024-01-31 11:00:00,21650.0,0.2078660976315811,0.19901521176356357,116088,459759,2747,4979
2024-01-31 11:05:00,21650.0,0.1454600755660577,0.16153409395690155,466158,243377,4472,3340
2024-01-31 11:10:00,21650.0,0.19661883652028217,0.19171216279194064,299633,165527,1341,859
2024-01-31 11:15:00,21650.0,0.21410132668189014,0.22501749273261604,178128,123140,4230,4411
2024-01-31 11:20:00,21650.0,0.12010329326577346,0.12119689372812753,333862,116888,3087,3737
2024-01-31 11:25:00,21650.0,0.16760891180021048,0.16939906835563662,141016,415125,1123,2898
2024-01-31 11:30:00,21700.0,0.18570403290247295,0.1710078691689721,202832,372212,3573,1249
2024-01-31 11:35:00,21700.0,0.20433232139195223,0.19676612070394955,319439,153912,2248,4752
2024-01-31 11:40:00,21700.0,0.13837394118760016,0.12423222347834889,485134,313419,4308,824
2024-01-31 11:45:00,21700.0,0.20561592379873717,0.19871423580086794,255226,105947,3027,2280
2024-01-31 11:50:00,21700.0,0.15643654798570278,0.1617738167803866,384846,335395,4640,2368
2024-01-31 11:55:00,21700.0,0.20922739292761725,0.19294892530620497,120255,462608,1100,3091
2024-01-31 12:00:00,21750.0,0.1227711740122365,0.1265840059827404,481211,480518,2101,3514
2024-01-31 12:05:00,21750.0,0.12853901391231706,0.13526548708637726,400771,109382,791,1701
2024-01-31 12:10:00,21700.0,0.21814104657541125,0.20141880513032437,226778,193054,2382,603
2024-01-31 12:15:00,21700.0,0.18095019257734965,0.19131607810741816,290150,282399,4820,4126
2024-01-31 12:20:00,21700.0,0.16176323468141832,0.1562480077633113,368582,487378,3523,1300
2024-01-31 12:25:00,21700.0,0.13692141846936906,0.11913241073821174,205258,495789,2568,3571
2024-01-31 12:30:00,21700.0,0.184990115308969,0.16849093414886007,348996,325555,4243,4699
2024-01-31 12:35:00,21700.0,0.12369750683593578,0.10752636432734466,222518,352800,2027,1569
2024-01-31 12:40:00,21650.0,0.15116139134607046,0.1691341040501452,359252,409460,532,1299
2024-01-31 12:45:00,21650.0,0.15234791969890754,0.15555153912779868,141341,193375,1028,4311
2024-01-31 12:50:00,21650.0,0.18074418935145536,0.1999756090686128,304562,369618,3977,3887
2024-01-31 12:55:00,21650.0,0.1850831256675697,0.17724325529723162,181143,161188,3888,786
